Round,spieltag,teamname,Date,Time,Comp,D,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp.Formation,Referee,Match.Report,Notes,Date.1,Time.1,Comp.1,D.1,Venue.1,Result.1,GF.1,GA.1,Opponent.1,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,nG,nG/Sh,GG,np:GG,Match Report,SoTA,Saves,Save%,CS,PG,PG+/-,PKatt.1,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Cmp.1,Att.2,Cmp%.1,TotDist,PrgDist,Cmp.2,Att.3,Cmp%.2,Cmp.3,Att.4,Cmp%.3,Cmp.4,Att.5,Cmp%.4,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK.1,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,PassLive,PassDead,TO,Sh.1,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.2,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.6,Tkl%,Lost,Blocks.1,Sh.3,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live.1,Att.7,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.1,PrgDist.1,PrgC,1/3.1,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld.2,PKwon,OG,Recov,Won,Lost.1,Won%
Matchweek 28,28,Köln,2026-04-04,,Bundesliga,Sat,Away,,NA,NA,Eint Frankfurt,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 29,29,Köln,2026-04-11,,Bundesliga,Sat,Home,,NA,NA,Werder Bremen,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 3,3,Köln,2025-09-13,15:30,Bundesliga,Sat,Away,D,3,3,Wolfsburg,1.6,1.5,45,"28,917",Marvin Schwäbe,5-3-2,4-2-3-1,Bastian Dankert,Match Report,NA,2025-09-13,15:30,Bundesliga,Sat,Away,D,3,3,Wolfsburg,3,14,8,57.1,0.21,0.38,18.3,0,0,0,1.6,0.12,+1.4,+1.4,Match Report,6,3,50.0,0,2.0,-1.0,0,0,0,0,6,17,35.3,29,1,34.5,32.9,10,70.0,52.6,17,0,0.0,0,4.0,314,405,77.5,5673,1878,130,147,88.4,153,171,89.5,26,65,40.0,2,0.9,1.1,10,18,3,1,26,345,59,15,1,2,21,26,4,4,0,0,1,7,24,16,2,2,1,2,1,5,4,0,0,1,0,0,12,8,8,3,1,2,8,25.0,6,11,3,8,7,19,18,1,490,54,146,211,137,23,490,10,5,50.0,5,50.0,275,1363,697,16,17,7,9,8,312,26,3,0,0,11,15,0,0,32,14,11,56.0
Matchweek 30,30,Köln,2026-04-18,,Bundesliga,Sat,Away,,NA,NA,St. Pauli,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 31,31,Köln,2026-04-25,,Bundesliga,Sat,Home,,NA,NA,Leverkusen,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 32,32,Köln,2026-05-02,,Bundesliga,Sat,Away,,NA,NA,Union Berlin,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 33,33,Köln,2026-05-09,,Bundesliga,Sat,Home,,NA,NA,Heidenheim,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 34,34,Köln,2026-05-16,15:30,Bundesliga,Sat,Away,,NA,NA,Bayern Munich,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 4,4,Köln,2025-09-20,18:30,Bundesliga,Sat,Away,L,1,3,RB Leipzig,1.7,3.3,53,"47,117",Marvin Schwäbe,4-3-3,4-2-3-1,Benjamin Brand,Match Report,NA,2025-09-20,18:30,Bundesliga,Sat,Away,L,1,3,RB Leipzig,1,13,1,7.7,0.08,1.00,17.5,0,0,0,1.7,0.13,-0.7,-0.7,Match Report,8,5,62.5,0,3.4,+0.4,0,0,0,0,9,20,45.0,47,3,36.2,34.2,7,42.9,36.4,15,1,6.7,4,17.8,436,522,83.5,8074,2434,174,187,93.0,205,232,88.4,48,77,62.3,1,1.6,1.7,11,26,12,3,39,473,49,13,3,3,24,21,5,5,0,0,0,12,22,20,0,1,1,0,0,2,2,0,0,0,0,0,12,8,6,4,2,8,13,61.5,5,5,2,3,8,20,29,0,626,79,186,277,164,29,626,7,3,42.9,3,42.9,361,2017,1027,21,10,5,11,9,430,39,1,0,0,8,9,0,0,27,15,6,71.4
Matchweek 5,5,Köln,2025-09-28,17:30,Bundesliga,Sun,Home,L,1,2,Stuttgart,1.1,1.8,43,"50,000",Marvin Schwäbe,3-5-2,4-2-3-1,Matthias Jöllenbeck,Match Report,NA,2025-09-28,17:30,Bundesliga,Sun,Home,L,1,2,Stuttgart,1,15,5,33.3,0.07,0.20,17.4,0,0,0,1.1,0.07,-0.1,-0.1,Match Report,5,3,80.0,0,1.5,-0.5,1,1,0,0,8,29,27.6,41,1,51.2,40.6,11,72.7,56.4,12,0,0.0,1,11.0,328,416,78.8,6332,2389,129,141,91.5,161,181,89.0,34,73,46.6,1,0.9,0.9,11,30,8,3,33,366,46,12,0,0,16,12,8,5,2,0,4,7,28,14,5,4,5,0,0,2,2,0,0,0,0,0,9,7,5,3,1,3,6,50.0,3,14,6,8,11,20,21,1,519,69,187,233,105,24,519,11,5,45.5,6,54.5,259,1376,593,11,6,4,13,8,324,33,2,0,0,12,12,0,0,36,14,8,63.6
Matchweek 6,6,Köln,2025-10-03,20:30,Bundesliga,Fri,Away,W,1,0,Hoffenheim,1.2,1.1,39,"30,150",Marvin Schwäbe,3-4-3,4-2-3-1,Felix Zwayer,Match Report,NA,2025-10-03,20:30,Bundesliga,Fri,Away,W,1,0,Hoffenheim,1,10,4,40.0,0.10,0.25,16.6,1,0,0,1.2,0.12,-0.2,-0.2,Match Report,4,4,100.0,1,2.0,+2.0,0,0,0,0,13,28,46.4,42,4,40.5,37.4,14,78.6,57.3,29,1,3.4,0,10.0,264,364,72.5,5707,2412,92,115,80.0,128,148,86.5,43,90,47.8,1,1.1,0.4,8,22,5,1,22,310,52,15,1,0,12,16,6,4,1,0,2,3,17,10,2,2,2,1,0,2,0,0,2,0,0,0,13,5,8,3,2,7,14,50.0,7,14,6,8,10,23,47,0,514,95,251,153,113,19,514,15,6,40.0,9,60.0,185,1058,582,11,10,5,20,7,261,21,1,0,0,6,12,0,0,34,23,17,57.5
Matchweek 7,7,Köln,2025-10-18,15:30,Bundesliga,Sat,Home,D,1,1,Augsburg,0.6,1.1,57,"50,000",Marvin Schwäbe,3-4-3,3-4-3,Timo Gerach,Match Report,NA,2025-10-18,15:30,Bundesliga,Sat,Home,D,1,1,Augsburg,1,9,2,22.2,0.11,0.50,20.5,1,0,0,0.6,0.06,+0.4,+0.4,Match Report,4,3,100.0,0,1.4,+0.4,1,1,0,0,9,16,56.3,37,3,37.8,35.9,4,50.0,34.0,9,0,0.0,0,17.0,405,551,73.5,7820,2719,139,159,87.4,227,275,82.5,38,85,44.7,1,0.4,0.4,6,27,5,3,39,486,59,16,0,1,23,32,5,4,0,0,6,14,16,11,2,1,0,2,0,2,2,0,0,0,0,0,17,11,11,4,2,10,16,62.5,6,9,1,8,12,29,29,0,672,56,235,272,172,18,672,16,7,43.8,7,43.8,394,1851,724,17,17,5,16,8,399,39,2,0,0,10,16,0,0,50,30,19,61.2
Matchweek 8,8,Köln,2025-10-25,18:30,Bundesliga,Sat,Away,L,0,1,Dortmund,0.5,1.9,31,"81,365",Marvin Schwäbe,3-4-3,3-4-3,Benjamin Brand,Match Report,NA,2025-10-25,18:30,Bundesliga,Sat,Away,L,0,1,Dortmund,0,5,0,0.0,0.00,,11.9,0,0,0,0.5,0.10,-0.5,-0.5,Match Report,9,8,88.9,0,1.6,+0.6,0,0,0,0,17,29,58.6,40,6,32.5,34.6,17,94.1,63.1,34,0,0.0,0,2.3,219,294,74.5,4561,2225,87,101,86.1,89,104,85.6,39,72,54.2,0,0.3,0.3,4,8,1,0,8,241,51,10,1,0,6,20,2,0,2,0,2,9,8,3,2,1,1,0,1,0,0,0,0,0,0,0,20,11,10,9,1,13,17,76.5,4,19,8,11,8,28,40,0,434,114,251,150,38,10,434,12,4,33.3,7,58.3,180,945,458,6,2,6,17,7,219,8,2,0,0,8,10,0,0,25,12,14,46.2
Matchweek 9,9,Köln,2025-11-02,15:30,Bundesliga,Sun,Home,,NA,NA,Hamburger SV,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 1,1,Heidenheim,2025-08-23,15:30,Bundesliga,Sat,Home,L,1,3,Wolfsburg,0.7,2.4,49,"13,000",Patrick Mainka,3-4-3,4-2-3-1,Benjamin Brand,Match Report,NA,2025-08-23,15:30,Bundesliga,Sat,Home,L,1,3,Wolfsburg,1,7,2,28.6,0.14,0.50,20.9,1,0,0,0.7,0.10,+0.3,+0.3,Match Report,5,2,60.0,0,2.8,-0.2,1,1,0,0,5,15,33.3,50,4,20.0,31.7,11,45.5,41.6,14,3,21.4,4,16.0,344,431,79.8,6514,1873,124,140,88.6,191,218,87.6,24,59,40.7,0,0.6,0.3,4,22,3,3,22,383,46,11,1,4,15,18,2,0,1,0,2,4,12,11,0,0,0,1,0,2,1,0,0,0,1,0,12,6,8,4,0,8,14,57.1,6,12,1,11,7,19,22,3,523,58,206,216,105,10,523,12,6,50.0,6,50.0,344,1714,939,16,13,3,11,5,338,22,2,0,0,12,12,0,0,37,11,18,37.9
Matchweek 10,10,Heidenheim,2025-11-08,15:30,Bundesliga,Sat,Away,,NA,NA,Leverkusen,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 11,11,Heidenheim,2025-11-22,15:30,Bundesliga,Sat,Home,,NA,NA,Gladbach,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 12,12,Heidenheim,2025-11-29,15:30,Bundesliga,Sat,Away,,NA,NA,Union Berlin,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 13,13,Heidenheim,2025-12-06,,Bundesliga,Sat,Home,,NA,NA,Freiburg,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 14,14,Heidenheim,2025-12-13,,Bundesliga,Sat,Away,,NA,NA,St. Pauli,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 15,15,Heidenheim,2025-12-20,,Bundesliga,Sat,Home,,NA,NA,Bayern Munich,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 16,16,Heidenheim,2026-01-10,,Bundesliga,Sat,Home,,NA,NA,Köln,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 17,17,Heidenheim,2026-01-14,,Bundesliga,Wed,Away,,NA,NA,Mainz 05,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 18,18,Heidenheim,2026-01-17,,Bundesliga,Sat,Away,,NA,NA,Wolfsburg,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 19,19,Heidenheim,2026-01-24,,Bundesliga,Sat,Home,,NA,NA,RB Leipzig,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
